"Transcript"	"miRNA"	"UTR_length"	"Site_range"	"Seed_range"	"Seed_kind"	"GU_pair"	"tA1"	"region12.17"	"region4.15"	"X2.8_range"	"X9.11_range"	"X12._range"	"Seed44_score"	"Seed47_score"	"Seed50_score"	"Ghybrid"	"Ghybrid_score"	"Gnucl"	"Gnucl_score"	"Gtotal"	"Gtotal_score"	"SiteAcc"	"SiteAcc_score"	"UpsAcc"	"UpsAcc_score"	"DwsAcc"	"DwsAcc_score"	"SeedAcc"	"SeedAcc_score"	"SiteBegin"	"SiteBegin_score"	"UpAU"	"UpAU_score"	"DwAU"	"DwAU_score"
"NM_024428"	"miR-133a"	800	"378-399"	"392-397"	"offset-6mer"	0	1	0	0	"392-398"	"0-0"	"378-383"	0.5103	0.746	0.5154	-17.8	1.0668	-4.907	1.5929	-5.991	1.0573	0.526	1.5549	0.277	0.7616	0.369	0.9418	0.523	0.972	0.47	1.1358	0.5	0.9943	0.567	1.7471
"NM_024428"	"miR-133b"	800	"378-397"	"392-397"	"offset-6mer"	0	0	0	0	"392-397"	"0-0"	"378-379"	0.5103	0.746	0.5154	-14.5	1.0323	-2.4	1.0134	-6.376	1.1616	0.531	1.5549	0.277	0.7616	0.307	0.8562	0.523	0.972	0.47	1.1358	0.5	0.9943	0.567	1.7471
"NM_024428"	"miR-133b"	800	"378-399"	"392-397"	"offset-6mer"	0	1	0	0	"392-398"	"0-0"	"378-383"	0.5103	0.746	0.5154	-17.8	1.0668	-4.907	1.5929	-5.991	1.0573	0.526	1.5549	0.277	0.7616	0.369	0.9418	0.523	0.972	0.47	1.1358	0.5	0.9943	0.567	1.7471
"NM_024428"	"miR-196a"	800	"375-392"	"386-391"	"6mer"	0	0	0	0	"386-391"	"384-384"	"375-383"	0.8377	0.746	0.8845	-20.3	1.004	-6.287	1.049	0.727999999999998	0.6134	0.429	1.0526	0.358	1.0402	0.413	0.897	0.848	1.2639	0.46	1.1358	0.533	1.2974	0.567	1.7471
"NM_024428"	"miR-196b"	800	"370-392"	"386-391"	"6mer"	0	0	0	0	"386-391"	"382-382"	"370-379"	0.8377	0.746	0.8845	-17	1.0668	-6.168	1.049	4.681	0.6134	0.404	1.0526	0.342	0.8468	0.413	0.897	0.848	1.2639	0.46	1.1358	0.567	1.6667	0.567	1.7471
"NM_024428"	"miR-339-5p"	800	"381-425"	"419-424"	"7mer-A1"	0	1	1	0	"407-424"	"393-405"	"381-392"	1.5548	1.3404	1.6569	-24.5	0.9989	-0.832	0.8816	1.292	0.6134	0.513	1.5549	0.288	0.7616	0.429	0.897	0.398	1.1102	0.47	1.1358	0.4	0.5555	0.467	1.177
"NM_024428"	"miR-670"	800	"407-425"	"420-425"	"6mer"	0	0	0	0	"418-425"	"415-417"	"407-409"	0.8377	0.746	0.8845	-20.5	1.004	-2.679	1.1101	-1.885	1.0822	0.533	1.5549	0.505	1.0912	0.429	0.897	0.244	0.9229	0.5	1.1948	0.367	0.5555	0.467	1.177
"NM_024428"	"miR-673-5p"	800	"420-434"	"429-434"	"offset-6mer"	0	0	1	0	"429-434"	"0-0"	"420-427"	0.8445	1.3404	0.5154	-27.4	0.8004	-0.278	0.64	-14.175	1.6101	0.299	0.6226	0.517	1.0912	0.636	1.3356	0.402	0.929	0.52	1.1948	0.567	1.6667	0.5	1.177
"NM_024428"	"miR-9"	800	"447-457"	"452-457"	"offset-6mer"	0	0	0	0	"452-457"	"449-449"	"447-448"	0.5103	0.746	0.5154	-13.3	1.0323	-3.068	1.2555	-8.972	1.3055	0.625	2.0466	0.504	1.0912	0.413	0.897	0.651	1.3287	0.55	1.1948	0.5	0.9943	0.6	1.7471
"NM_024428"	"miR-98"	800	"349-393"	"386-391"	"offset-6mer"	0	0	1	0	"386-391"	"372-374"	"349-371"	0.8445	1.3404	0.5154	-15.8	1.1325	-6.234	1.049	14.87	0.6134	0.366	0.881	0.524	1.0912	0.406	0.897	0.848	1.2639	0.43	1.1358	0.667	2.016	0.567	1.7471
"NM_024428"	"miR-98"	800	"349-391"	"386-391"	"offset-6mer"	0	0	1	0	"386-391"	"372-374"	"349-371"	0.8445	1.3404	0.5154	-15	1.1325	-6.234	1.049	16.632	0.6134	0.377	0.881	0.524	1.0912	0.384	0.9418	0.848	1.2639	0.43	1.1358	0.667	2.016	0.567	1.7471
